ENST00000450305	DDX11L1
ENST00000361842	XAF1
ENST00000321535	FBXO39
ENST00000338694	TEKT1
ENST00000570921	ALOX12P2
ENST00000572223	AC027763.1
ENST00000573222	AC040977.1
ENST00000251535	ALOX12
ENST00000548577	RNASEK
ENST00000402093	RNASEK
ENST00000552321	RNASEK
ENST00000593646	AC040977.1
ENST00000547302	RNASEK-C17orf49
ENST00000546495	C17orf49
ENST00000546760	C17orf49
ENST00000552402	C17orf49
ENST00000439424	C17orf49
ENST00000552775	C17orf49
ENST00000443997	MIR497HG
ENST00000572453	MIR497HG
ENST00000293805	BCL6B
ENST00000308027	SLC16A13
ENST00000308009	SLC16A11
ENST00000447225	SLC16A11
ENST00000571520	AC120057.2
ENST00000254868	CLEC10A
ENST00000416562	CLEC10A
ENST00000576617	CLEC10A
ENST00000571664	CLEC10A
ENST00000355035	ASGR2
ENST00000254850	ASGR2
ENST00000446679	ASGR2
ENST00000483947	AC120057.1
ENST00000269299	ASGR1
ENST00000619926	ASGR1
ENST00000380920	ASGR1
ENST00000574388	ASGR1
ENST00000572879	ASGR1
ENST00000399506	DLG4
ENST00000302955	DLG4
ENST00000399510	DLG4
ENST00000485100	DLG4
ENST00000543245	ACADVL
ENST00000356839	ACADVL
ENST00000350303	ACADVL
ENST00000362183	MIR324
ENST00000005340	DVL2
ENST00000575458	DVL2
ENST00000320316	PHF23
ENST00000571362	PHF23
ENST00000576955	PHF23
ENST00000454255	PHF23
ENST00000613632	PHF23
ENST00000302386	GABARAP
ENST00000577035	GABARAP
ENST00000571129	GABARAP
ENST00000571253	GABARAP
ENST00000573928	GABARAP
ENST00000570760	AC120057.3
ENST00000574322	CTDNEP1
ENST00000573600	CTDNEP1
ENST00000318988	CTDNEP1
ENST00000572043	CTDNEP1
ENST00000577138	AC003688.1
ENST00000354429	ELP5
ENST00000574255	ELP5
ENST00000356683	ELP5
ENST00000396627	ELP5
ENST00000574993	ELP5
ENST00000396628	ELP5
ENST00000573657	ELP5
ENST00000360325	CLDN7
ENST00000538261	CLDN7
ENST00000397317	CLDN7
ENST00000571881	CLDN7
ENST00000317370	SLC2A4
ENST00000571308	SLC2A4
ENST00000424875	SLC2A4
ENST00000007699	YBX2
ENST00000336452	EIF5A
ENST00000336458	EIF5A
ENST00000576930	EIF5A
ENST00000572815	EIF5A
ENST00000573542	EIF5A
ENST00000419711	EIF5A
ENST00000571955	EIF5A
ENST00000416016	EIF5A
ENST00000389167	GPS2
ENST00000380728	GPS2
ENST00000575474	AC026954.2
ENST00000315614	NEURL4
ENST00000399464	NEURL4
ENST00000570460	NEURL4
ENST00000158762	ACAP1
ENST00000571471	ACAP1
ENST00000570504	ACAP1
ENST00000574499	ACAP1
ENST00000575415	ACAP1
ENST00000333751	KCTD11
ENST00000389982	TMEM95
ENST00000576060	TMEM95
ENST00000330767	TMEM95
ENST00000570896	TNK1
ENST00000576812	TNK1
ENST00000324822	PLSCR3
ENST00000535512	PLSCR3
ENST00000619711	PLSCR3
ENST00000576201	PLSCR3
ENST00000574401	PLSCR3
ENST00000576362	PLSCR3
ENST00000573331	TMEM256-PLSCR3
ENST00000302422	TMEM256
ENST00000575301	NLGN2
ENST00000302926	NLGN2
ENST00000323675	SPEM1
ENST00000333870	C17orf74
ENST00000574034	C17orf74
ENST00000636696	AC113189.6
ENST00000323206	TMEM102
ENST00000396568	TMEM102
ENST00000575235	FGF11
ENST00000293829	FGF11
ENST00000572907	FGF11
ENST00000575398	FGF11
ENST00000575082	FGF11
ENST00000306071	CHRNB1
ENST00000536404	CHRNB1
ENST00000576360	CHRNB1
ENST00000575379	CHRNB1
ENST00000380599	ZBTB4
ENST00000311403	ZBTB4
ENST00000412468	SLC35G6
ENST00000572844	POLR2A
ENST00000293825	TNFSF12
ENST00000293826	TNFSF12-TNFSF13
ENST00000483039	TNFSF13
ENST00000380535	TNFSF13
ENST00000396542	TNFSF13
ENST00000349228	TNFSF13
ENST00000338784	TNFSF13
ENST00000625791	TNFSF13
ENST00000396545	TNFSF13
ENST00000321337	SENP3
ENST00000429205	SENP3
ENST00000614237	SENP3-EIF4A1
ENST00000293831	EIF4A1
ENST00000577269	EIF4A1
ENST00000582746	EIF4A1
ENST00000250092	CD68
ENST00000380498	CD68
ENST00000582151	MPDU1
ENST00000250124	MPDU1
ENST00000396501	MPDU1
ENST00000423172	MPDU1
ENST00000538513	SOX15
ENST00000250055	SOX15
ENST00000570788	SOX15
ENST00000250113	FXR2
ENST00000593717	AC007421.1
ENST00000572182	SHBG
ENST00000574539	SHBG
ENST00000576728	SHBG
ENST00000575314	SHBG
ENST00000570547	SHBG
ENST00000572262	SHBG
ENST00000576478	SHBG
ENST00000340624	SHBG
ENST00000441599	SHBG
ENST00000380450	SHBG
ENST00000416273	SHBG
ENST00000575903	SHBG
ENST00000269298	SAT2
ENST00000573566	SAT2
ENST00000250111	ATP1B2
ENST00000413465	TP53
ENST00000359597	TP53
ENST00000510385	TP53
ENST00000504937	TP53
ENST00000619186	TP53
ENST00000618944	TP53
ENST00000610623	TP53
ENST00000504290	TP53
ENST00000610292	TP53
ENST00000269305	TP53
ENST00000620739	TP53
ENST00000617185	TP53
ENST00000455263	TP53
ENST00000420246	TP53
ENST00000622645	TP53
ENST00000610538	TP53
ENST00000445888	TP53
ENST00000619485	TP53
ENST00000615910	TP53
ENST00000431639	WRAP53
ENST00000316024	WRAP53
ENST00000457584	WRAP53
ENST00000396463	WRAP53
ENST00000534050	WRAP53
ENST00000226091	EFNB3
ENST00000572933	DNAH2
ENST00000570791	DNAH2
ENST00000389173	DNAH2
ENST00000488409	RPL29P2
ENST00000254846	KDM6B
ENST00000448097	KDM6B
ENST00000301599	TMEM88
ENST00000574668	TMEM88
ENST00000575071	NAA38
ENST00000333775	NAA38
ENST00000575771	NAA38
ENST00000575208	NAA38
ENST00000576861	NAA38
ENST00000576384	NAA38
ENST00000571846	CYB5D1
ENST00000332439	CYB5D1
ENST00000570446	CYB5D1
ENST00000380358	CHD3
ENST00000358181	CHD3
ENST00000330494	CHD3
ENST00000324348	AC104581.1
ENST00000635932	AC104581.1
ENST00000640240	AC104581.1
ENST00000303790	KCNAB3
ENST00000573621	AC104581.3
ENST00000540486	TRAPPC1
ENST00000303731	TRAPPC1
ENST00000380262	CNTROB
ENST00000563694	CNTROB
ENST00000565740	CNTROB
ENST00000572227	AC104581.2
ENST00000254854	GUCY2D
ENST00000380183	ALOX15B
ENST00000572022	ALOX15B
ENST00000380173	ALOX15B
ENST00000573359	ALOX15B
ENST00000577807	AC129492.2
ENST00000319144	ALOX12B
ENST00000583321	MIR4314
ENST00000380149	ALOXE3
ENST00000448843	ALOXE3
ENST00000318227	ALOXE3
ENST00000541682	HES7
ENST00000317814	HES7
ENST00000317276	PER1
ENST00000581082	PER1
ENST00000354903	PER1
ENST00000498285	AC129492.3
ENST00000316509	VAMP2
ENST00000404970	VAMP2
ENST00000488857	VAMP2
ENST00000481878	VAMP2
ENST00000449985	TMEM107
ENST00000532998	TMEM107
ENST00000437139	TMEM107
ENST00000533070	TMEM107
ENST00000316425	TMEM107
ENST00000431792	TMEM107
ENST00000581248	AC129492.4
ENST00000579470	MIR3676
ENST00000389017	BORCS6
ENST00000603489	AC129492.5
ENST00000316199	AURKB
ENST00000534871	AURKB
ENST00000585124	AURKB
ENST00000578549	AURKB
ENST00000315707	LINC00324
ENST00000315684	CTC1
ENST00000314666	PFAS
ENST00000625942	PFAS
ENST00000602597	AC135178.5
ENST00000579192	SLC25A35
ENST00000380067	SLC25A35
ENST00000580340	SLC25A35
ENST00000577745	SLC25A35
ENST00000226105	RANGRF
ENST00000407006	RANGRF
ENST00000580434	RANGRF
ENST00000439238	RANGRF
ENST00000605314	AC135178.6
ENST00000361926	ARHGEF15
ENST00000421050	ARHGEF15
ENST00000585275	AC135178.4
ENST00000328248	ODF4
ENST00000584943	ODF4
ENST00000535173	AC135178.1
ENST00000396267	KRBA2
ENST00000331336	KRBA2
ENST00000582471	AC135178.2
ENST00000293842	RPL26
ENST00000584164	RPL26
ENST00000582556	RPL26
ENST00000583011	RPL26
ENST00000578812	RPL26
ENST00000344001	RNF222
ENST00000399398	RNF222
ENST00000334527	NDEL1
ENST00000585098	NDEL1
ENST00000380025	NDEL1
ENST00000402554	NDEL1
ENST00000360416	MYH10
ENST00000379980	MYH10
ENST00000269243	MYH10
ENST00000605229	AC025518.2
ENST00000479856	AC025518.1
ENST00000293845	CCDC42
ENST00000539522	CCDC42
ENST00000328794	SPDYE4
ENST00000329805	MFSD6L
ENST00000619866	PIK3R6
ENST00000614407	PIK3R6
ENST00000447110	PIK3R5
ENST00000623421	PIK3R5
ENST00000611902	PIK3R5
ENST00000616147	PIK3R5
ENST00000581552	PIK3R5
ENST00000584803	PIK3R5
ENST00000585297	AC002091.2
ENST00000578788	AC002091.1
ENST00000173229	NTN1
ENST00000614522	AC005695.3
ENST00000306357	STX8
ENST00000574431	STX8
ENST00000396219	CFAP52
ENST00000352665	CFAP52
ENST00000576499	CFAP52
ENST00000466869	AC087501.2
ENST00000570475	USP43
ENST00000285199	USP43
ENST00000634974	AC027045.2
ENST00000330255	DHRS7C
ENST00000571134	DHRS7C
ENST00000399363	GSG1L2
ENST00000574745	GLP2R
ENST00000262441	GLP2R
ENST00000583151	NPM1P45
ENST00000226193	RCVRN
ENST00000437099	GAS7
ENST00000323816	GAS7
ENST00000432992	GAS7
ENST00000585266	GAS7
ENST00000580865	GAS7
ENST00000583882	GAS7
ENST00000542249	GAS7
ENST00000396115	GAS7
ENST00000579158	GAS7
ENST00000408559	AC000003.1
ENST00000581040	AC000003.2
ENST00000475545	RPS27AP1
ENST00000418404	MYH13
ENST00000621918	MYH13
ENST00000252172	MYH13
ENST00000403437	MYH8
ENST00000255381	MYH4
ENST00000226207	MYH1
ENST00000532183	MYH2
ENST00000245503	MYH2
ENST00000397183	MYH2
ENST00000622564	MYH2
ENST00000583535	MYH3
ENST00000569543	AC002347.1
ENST00000255390	SCO1
ENST00000577427	SCO1
ENST00000379774	ADPRM
ENST00000609540	ADPRM
ENST00000341871	TMEM220
ENST00000455996	TMEM220
ENST00000578345	TMEM220
ENST00000580926	MAGOH2P
ENST00000579529	AC015908.3
ENST00000579367	AC015908.3
ENST00000478739	AC015908.1
ENST00000582334	AC015908.4
ENST00000581851	LINC00675
ENST00000580256	PIRT
ENST00000585243	AC015908.2
ENST00000495592	RPL15P21
ENST00000408774	AC005284.1
ENST00000441885	SHISA6
ENST00000432116	SHISA6
ENST00000409168	SHISA6
ENST00000517193	AC005725.1
ENST00000577346	AC005725.1
ENST00000262442	DNAH9
ENST00000579828	DNAH9
ENST00000454412	DNAH9
ENST00000608377	DNAH9
ENST00000584990	AC005701.1
ENST00000580306	ZNF18
ENST00000580613	ZNF18
ENST00000322748	ZNF18
ENST00000454073	ZNF18
ENST00000460347	AC005410.1
ENST00000353533	MAP2K4
ENST00000415385	MAP2K4
ENST00000582566	AC005244.1
ENST00000585228	AC005244.2
ENST00000313495	LINC00670
ENST00000425538	MYOCD
ENST00000343344	MYOCD
ENST00000609971	AC005358.1
ENST00000379672	ARHGAP44
ENST00000340825	ARHGAP44
ENST00000262444	ARHGAP44
ENST00000616670	ARHGAP44
ENST00000580405	MIR1269B
ENST00000338034	ELAC2
ENST00000395962	ELAC2
ENST00000426905	ELAC2
ENST00000578071	ELAC2
ENST00000607906	AC005303.1
ENST00000440522	LINC02093
ENST00000284110	HS3ST3A1
ENST00000578576	HS3ST3A1
ENST00000578401	AC005375.1
ENST00000408771	MIR548H3
ENST00000580134	AC005304.2
ENST00000457609	AC005304.1
ENST00000581533	AC005304.3
ENST00000577632	CDRT15P1
ENST00000429152	COX10
ENST00000261643	COX10
ENST00000458492	AC005224.1
ENST00000420162	CDRT15
ENST00000431716	CDRT15
ENST00000571192	AC005224.2
ENST00000360954	HS3ST3B1
ENST00000583262	AC005224.4
ENST00000584683	AC005224.3
ENST00000436469	AC022816.1
ENST00000412454	AC013248.2
ENST00000455092	AC013248.1
ENST00000379640	AC005863.1
ENST00000445035	LINC02096
ENST00000441860	RPL23AP76
ENST00000446671	AC005772.1
ENST00000568256	CDRT7
ENST00000579752	CDRT8
ENST00000612492	PMP22
ENST00000395938	PMP22
ENST00000312280	PMP22
ENST00000494511	PMP22
ENST00000395936	PMP22
ENST00000426385	PMP22
ENST00000580859	MIR4731
ENST00000431343	AC005703.1
ENST00000453339	AC005703.2
ENST00000395930	TEKT3
ENST00000338696	TEKT3
ENST00000580422	AC005703.4
ENST00000619038	CDRT4
ENST00000522212	TVP23C-CDRT4
ENST00000424673	AC005517.2
ENST00000225576	TVP23C
ENST00000584811	TVP23C
ENST00000438826	TVP23C
ENST00000428082	TVP23C
ENST00000518321	TVP23C
ENST00000452091	AC005517.1
ENST00000584643	AC005838.2
ENST00000354433	CDRT1
ENST00000395906	CDRT1
ENST00000583965	CDRT1
ENST00000455584	AC005324.3
ENST00000430712	AC005838.1
ENST00000577886	TRIM16
ENST00000416464	TRIM16
ENST00000578237	TRIM16
ENST00000336708	TRIM16
ENST00000579219	TRIM16
ENST00000225587	ZNF29P
ENST00000421016	ZNF286A
ENST00000593105	ZNF286A
ENST00000580259	ZNF286A
ENST00000583566	ZNF286A
ENST00000472486	ZNF286A
ENST00000395894	ZNF286A
ENST00000581529	ZNF286A
ENST00000585194	ZNF286A
ENST00000464847	ZNF286A
ENST00000395893	ZNF286A
ENST00000413242	AC005324.4
ENST00000450587	UBE2SP1
ENST00000612583	TBC1D26
ENST00000437605	TBC1D26
ENST00000579428	TBC1D26
ENST00000587972	AC005324.6
ENST00000433051	AC005324.2
ENST00000447470	CDRT15P2
ENST00000420606	ZSWIM5P1
ENST00000346911	IL6STP1
ENST00000495167	MEIS3P1
ENST00000582780	AC015922.3
ENST00000612568	AC015922.4
ENST00000435593	AC015922.2
ENST00000418821	LINC02087
ENST00000421102	AC015922.1
ENST00000304222	ADORA2B
ENST00000399277	ZSWIM7
ENST00000486655	ZSWIM7
ENST00000472495	ZSWIM7
ENST00000261647	TTC19
ENST00000268712	NCOR1
ENST00000395857	NCOR1
ENST00000395851	NCOR1
ENST00000395848	NCOR1
ENST00000453002	AC002553.3
ENST00000453217	AC002553.2
ENST00000581006	PIGL
ENST00000225609	PIGL
ENST00000395844	PIGL
ENST00000408428	MIR1288
ENST00000299736	CENPV
ENST00000302182	UBB
ENST00000535788	UBB
ENST00000395839	UBB
ENST00000395837	UBB
ENST00000614404	UBB
ENST00000578296	AC093484.3
ENST00000338560	TRPV2
ENST00000585048	AC093484.5
ENST00000409083	LRRC75A
ENST00000470794	LRRC75A
ENST00000395824	ZNF287
ENST00000395825	ZNF287
ENST00000414124	AC005822.1
ENST00000311331	ZNF624
ENST00000577569	AC098850.3
ENST00000580004	NEK4P2
ENST00000419919	AC098850.1
ENST00000340621	CCDC144A
ENST00000399273	CCDC144A
ENST00000456009	CCDC144A
ENST00000360524	CCDC144A
ENST00000448331	AC098850.4
ENST00000413731	UPF3AP1
ENST00000506594	USP32P1
ENST00000584247	SRP68P1
ENST00000582212	FAM106CP
ENST00000582895	AC022596.1
ENST00000582696	NOS2P4
ENST00000425692	KRT16P6
ENST00000414673	KRT16P2
ENST00000399211	KRT17P1
ENST00000429445	KRT17P4
ENST00000422309	COTL1P1
ENST00000581889	AL353996.1
ENST00000424239	TBC1D27
ENST00000579315	TNFRSF13B
ENST00000261652	TNFRSF13B
ENST00000583789	TNFRSF13B
ENST00000428142	AC104024.1
ENST00000419151	LINC02090
ENST00000562897	AC104024.2
ENST00000395806	MPRIP
ENST00000395811	MPRIP
ENST00000341712	MPRIP
ENST00000321560	PLD6
ENST00000427497	AC055811.2
ENST00000285071	FLCN
ENST00000389169	FLCN
ENST00000584952	AC055811.3
ENST00000423783	ACTG1P24
ENST00000577389	AC055811.1
ENST00000539941	COPS3
ENST00000268717	COPS3
ENST00000439936	COPS3
ENST00000389022	NT5M
ENST00000616989	NT5M
ENST00000392730	AC073621.1
ENST00000381380	AC073621.2
ENST00000423257	TSEN15P1
ENST00000268711	MED9
ENST00000580462	MED9
ENST00000225688	RASD1
ENST00000579152	RASD1
ENST00000395782	PEMT
ENST00000395783	PEMT
ENST00000435340	PEMT
ENST00000255389	PEMT
ENST00000395781	PEMT
ENST00000456090	SMCR2
ENST00000353383	RAI1
ENST00000640861	RAI1
ENST00000395757	SREBF1
ENST00000355815	SREBF1
ENST00000261646	SREBF1
ENST00000385104	MIR33B
ENST00000581396	TOM1L2
ENST00000478943	TOM1L2
ENST00000379504	TOM1L2
ENST00000318094	TOM1L2
ENST00000395739	TOM1L2
ENST00000535933	TOM1L2
ENST00000540946	TOM1L2
ENST00000542206	TOM1L2
ENST00000313838	DRC3
ENST00000399187	DRC3
ENST00000584166	DRC3
ENST00000399182	DRC3
ENST00000585101	ATPAF2
ENST00000474627	ATPAF2
ENST00000430089	AC087163.1
ENST00000457299	AC087163.2
ENST00000268719	GID4
ENST00000376345	GID4
ENST00000225729	DRG2
ENST00000395726	DRG2
ENST00000583355	DRG2
ENST00000615845	MYO15A
ENST00000205890	MYO15A
ENST00000418233	MYO15A
ENST00000541285	ALKBH5
ENST00000399138	ALKBH5
ENST00000316843	LLGL1
ENST00000621229	LLGL1
ENST00000578558	FLII
ENST00000327031	FLII
ENST00000545457	FLII
ENST00000579294	FLII
ENST00000628188	FLII
ENST00000323019	MIEF2
ENST00000578174	MIEF2
ENST00000395704	MIEF2
ENST00000395703	MIEF2
ENST00000578621	MIEF2
ENST00000395706	MIEF2
ENST00000542570	TOP3A
ENST00000321105	TOP3A
ENST00000418183	AC127537.1
ENST00000439258	AC127537.2
ENST00000406438	SMCR8
ENST00000577764	RP1-178F10.3
ENST00000352886	SHMT1
ENST00000316694	SHMT1
ENST00000354098	SHMT1
ENST00000618902	SHMT1
ENST00000399134	EVPLL
ENST00000586597	AL353997.3
ENST00000618886	AL353997.5
ENST00000338790	TBC1D3P4
ENST00000577684	LINC02076
ENST00000332088	KRT17P5
ENST00000580066	YWHAEP2
ENST00000300992	KRT17P2
ENST00000399124	KRT16P1
ENST00000453883	KRT16P4
ENST00000432936	AL353997.1
ENST00000586196	AL353997.4
ENST00000426249	TNPO1P2
ENST00000581545	LGALS9C
ENST00000328114	LGALS9C
ENST00000583322	LGALS9C
ENST00000584941	LGALS9C
ENST00000426269	NOS2P2
ENST00000508093	USP32P2
ENST00000392176	FAM106A
ENST00000456184	SRP68P2
ENST00000285176	CCDC144B
ENST00000442562	AC107983.1
ENST00000345096	TBC1D28
ENST00000405044	TBC1D28
ENST00000571884	AC026271.3
ENST00000447794	AC026271.1
ENST00000285274	ZNF286B
ENST00000545289	ZNF286B
ENST00000395675	FOXO3B
ENST00000428091	AC026271.2
ENST00000395671	TRIM16L
ENST00000577873	AC026271.5
ENST00000395665	FBXW10
ENST00000308799	FBXW10
ENST00000301938	FBXW10
ENST00000307767	TVP23B
ENST00000574226	TVP23B
ENST00000476139	TVP23B
ENST00000581733	TVP23B
ENST00000584957	CTD-2145A24.3
ENST00000507171	AC107982.1
ENST00000610773	PRPSAP2
ENST00000419071	PRPSAP2
ENST00000536323	PRPSAP2
ENST00000268835	PRPSAP2
ENST00000628609	PRPSAP2
ENST00000542013	PRPSAP2
ENST00000434303	AC090286.2
ENST00000317977	SLC5A10
ENST00000395647	SLC5A10
ENST00000417251	SLC5A10
ENST00000395643	SLC5A10
ENST00000395645	SLC5A10
ENST00000388995	FAM83G
ENST00000345041	FAM83G
ENST00000573133	AC090286.3
ENST00000284154	GRAP
ENST00000573099	GRAP
ENST00000395635	GRAP
ENST00000442355	AC007952.3
ENST00000435028	AC007952.3
ENST00000439868	AC007952.3
ENST00000582280	KYNUP2
ENST00000583141	AC007952.7
ENST00000573866	AC007952.4
ENST00000344415	GRAPL
ENST00000577213	GRAPL
ENST00000415171	AC007952.1
ENST00000572818	AC007952.5
ENST00000495691	AC007952.8
ENST00000466683	KYNUP1
ENST00000428348	AC106017.1
ENST00000424109	AC106017.1
ENST00000447506	AC106017.1
ENST00000574386	KYNUP3
ENST00000314728	EPN2
ENST00000347697	EPN2
ENST00000395618	EPN2
ENST00000575595	EPN2
ENST00000395620	EPN2
ENST00000395626	EPN2
ENST00000571254	EPN2
ENST00000631194	AC106017.2
ENST00000628484	AC106017.2
ENST00000436914	AC106017.1
ENST00000575403	B9D1
ENST00000461069	B9D1
ENST00000395615	B9D1
ENST00000261499	B9D1
ENST00000477478	B9D1
ENST00000395616	B9D1
ENST00000268841	B9D1
ENST00000408613	MIR1180
ENST00000308406	MAPK7
ENST00000299612	MAPK7
ENST00000395602	MAPK7
ENST00000395604	MAPK7
ENST00000497081	MFAP4
ENST00000395592	MFAP4
ENST00000299610	MFAP4
ENST00000461366	RNF112
ENST00000456537	AC004448.4
ENST00000585389	AC004448.4
ENST00000421796	AC004448.4
ENST00000610229	AC004448.4
ENST00000582654	AC004448.4
ENST00000437646	LINC02094
ENST00000458332	AC004448.1
ENST00000435953	AC004448.3
ENST00000571335	SLC47A1
ENST00000436810	SLC47A1
ENST00000270570	SLC47A1
ENST00000575023	SLC47A1
ENST00000395585	SLC47A1
ENST00000422360	AC004448.2
ENST00000449666	SLC47A1P1
ENST00000576220	AC025627.2
ENST00000582078	AC025627.3
ENST00000607661	AC025627.4
ENST00000427400	MTND1P14
ENST00000467595	NMTRQ-TTG12-1
ENST00000417560	MTND2P12
ENST00000426148	MTCO1P39
ENST00000574288	AC115989.1
ENST00000626500	ALDH3A2
ENST00000631291	ALDH3A2
ENST00000176643	ALDH3A2
ENST00000581518	ALDH3A2
ENST00000395575	ALDH3A2
ENST00000339618	ALDH3A2
ENST00000579855	ALDH3A2
ENST00000630662	ALDH3A2
ENST00000571163	ALDH3A2
ENST00000325411	SLC47A2
ENST00000350657	SLC47A2
ENST00000577087	AC005722.2
ENST00000395555	ALDH3A1
ENST00000494157	ALDH3A1
ENST00000225740	ALDH3A1
ENST00000444455	ALDH3A1
ENST00000457500	ALDH3A1
ENST00000431878	AC005722.1
ENST00000361658	ULK2
ENST00000395544	ULK2
ENST00000418418	NDUFB4P3
ENST00000620112	AC015726.2
ENST00000602353	AC015726.1
ENST00000602532	AC015726.1
ENST00000225737	AKAP10
ENST00000395536	AKAP10
ENST00000395527	SPECC1
ENST00000395529	SPECC1
ENST00000261503	SPECC1
ENST00000395530	SPECC1
ENST00000395522	SPECC1
ENST00000395525	SPECC1
ENST00000584527	SPECC1
ENST00000434406	AC005730.1
ENST00000430462	KCTD9P1
ENST00000580225	AC004702.1
ENST00000433419	CCDC144CP
ENST00000457924	UPF3AP2
ENST00000413270	USP32P3
ENST00000416871	SRP68P3
ENST00000583863	LINC01984
ENST00000411468	NOS2P3
ENST00000423676	LGALS9B
ENST00000324290	LGALS9B
ENST00000436471	TNPO1P3
ENST00000582767	YWHAEP3
ENST00000455284	KRT16P5
ENST00000439127	KRT16P3
ENST00000587907	AC015818.8
ENST00000453795	KRT17P6
ENST00000451704	KRT17P7
ENST00000428754	AC015818.7
ENST00000563569	AC015818.2
ENST00000584274	AC015818.6
ENST00000578659	AC015818.5
ENST00000342824	TBC1D3P3
ENST00000591705	AC015818.9
ENST00000451011	AC015818.1
ENST00000583797	AC015818.3
ENST00000455360	COTL1P2
ENST00000580931	AC015818.4
ENST00000399044	CDRT15L2
ENST00000420212	ZSWIM5P2
ENST00000418141	AC087499.1
ENST00000448505	AC087499.4
ENST00000432861	AC087499.2
ENST00000452760	AC087499.5
ENST00000428134	LINC02088
ENST00000578406	AC087499.8
ENST00000411576	AC087499.6
ENST00000441958	AC087499.7
ENST00000441215	AC087499.3
ENST00000340898	RNFT1P3
ENST00000405292	HNRNPA1P19
ENST00000395519	OLA1P2
ENST00000455244	SCDP1
ENST00000578585	AC126365.1
ENST00000580630	AC126365.2
ENST00000458502	ABHD17AP6
ENST00000327925	CCDC144NL
ENST00000578666	AC090774.3
ENST00000584708	AC090774.2
ENST00000435925	AC090774.1
ENST00000584971	AC087393.3
ENST00000582896	AC087393.1
ENST00000261497	USP22
ENST00000537526	USP22
ENST00000456235	LINC01563
ENST00000395511	DHRS7B
ENST00000579303	DHRS7B
ENST00000581463	DHRS7B
ENST00000317635	TMEM11
ENST00000611551	NATD1
ENST00000585002	EIF1P5
ENST00000342679	MAP2K3
ENST00000627447	MAP2K3
ENST00000361818	MAP2K3
ENST00000316920	MAP2K3
ENST00000613338	MAP2K3
ENST00000583088	KCNJ12
ENST00000331718	KCNJ12
ENST00000582923	PDLIM1P2
ENST00000577309	AC068418.2
ENST00000582990	AC068418.1
ENST00000482905	AC233702.1
ENST00000584594	AC233702.6
ENST00000391411	C17orf51
ENST00000412778	C17orf51
ENST00000581528	AC233702.9
ENST00000582941	AC233702.7
ENST00000581610	AC233702.4
ENST00000401281	AC138710.1
ENST00000578656	AC233702.3
ENST00000584728	ABBA01006766.1
ENST00000580930	ABBA01006766.2
ENST00000584107	AC233702.5
ENST00000583708	UBBP4
ENST00000584393	AC138761.1
ENST00000578977	LINC02002
ENST00000578881	AC138761.4
ENST00000577956	AC138761.4
ENST00000583997	AC138761.6
ENST00000410838	AC138761.1
ENST00000426869	FAM27E5
ENST00000579993	AC138761.3
ENST00000433967	AC138761.5
ENST00000583878	AC138761.2
ENST00000585087	AC087575.1
ENST00000581223	RP11-744K17.9
ENST00000582156	AC209154.1
ENST00000562182	AC132825.3
ENST00000578792	AC132825.4
ENST00000640603	AC132825.5
ENST00000578634	MTCYBP13
ENST00000540040	MTRNR2L1
ENST00000579262	MTND1P15
ENST00000577438	MTND2P13
ENST00000463573	AC132825.1
ENST00000481618	NMTRS-TGA3-1
ENST00000581686	MTATP6P3
ENST00000577757	MTCO3P13
ENST00000638744	AC132825.7
ENST00000640783	AC132825.8
ENST00000638861	AC132825.6
ENST00000610586	AC131055.2
ENST00000584626	AC131055.1
ENST00000582507	AC131274.1
ENST00000577879	AC131274.4
ENST00000580697	AC131274.2
ENST00000578745	AC131274.3
ENST00000580677	AC069061.1
ENST00000580686	AC069061.2
ENST00000580280	AC069061.2
ENST00000582370	PDLIM1P3
ENST00000583143	GTF2IP6
ENST00000582254	AC069061.3
ENST00000581294	AC069061.4
ENST00000581944	AC129926.1
ENST00000475295	AC026254.2
