tadIndex	chromosomeIndex	startPos	endPos	cytobandIndices	geneIndices
6738	25	29026353	29051419	863	-1
6739	25	29051439	29067751	863	-1
6740	25	29067771	29081554	863	-1
6741	25	29081574	29084644	863	-1
6742	25	29084664	29094196	863	-1
6743	25	29094216	29098512	863	-1
6744	25	29098532	29102538	863	-1
6745	25	29102558	29109167	863	-1
6746	25	29109187	29114287	863	-1
6747	25	29114307	29117476	863	-1
6748	25	29117496	29119258	863	-1
6749	25	29119278	29121007	863	-1
6750	25	29121027	29124872	863	-1
6751	25	29124892	29129257	863	-1
6752	25	29129277	29133440	863	-1
6753	25	29133460	29143102	863	-1
6754	25	29143122	29146811	863	-1
6755	25	29146831	29151096	863	-1
6756	25	29151116	29155720	863	-1
6757	25	29155740	29157696	863	-1
6758	25	29157716	29159531	863	-1
6759	25	29159551	29166320	863	-1
6760	25	29166340	29172808	863	-1
6761	25	29172828	29175657	863	-1
6762	25	29175677	29180571	863	-1
6763	25	29180591	29184705	863	-1
6764	25	29184725	29204549	863	-1
6765	25	29204569	29237847	863	-1
6766	25	29237867	29239043	863	-1
6767	25	29239063	29241087	863	-1
6768	25	29241107	29244023	863	-1
6769	25	29244043	29256993	863	-1
6770	25	29257013	29262614	863	-1
6771	25	29262634	29267377	863	-1
6772	25	29267397	29269782	863	-1
6773	25	29269802	29272160	863	-1
6774	25	29272180	29275690	863	-1
6775	25	29275710	29279571	863	-1
6776	25	29279591	29282946	863	-1
6777	25	29282966	29285396	863	-1
6778	25	29285416	29288213	863	-1
6779	25	29288233	29291264	863	-1
6780	25	29291284	29292782	863	-1
6781	25	29292802	29294271	863	-1
6782	25	29294291	29296396	863	-1
6783	25	29296416	29297865	863	-1
6784	25	29297885	29299388	863	-1
6785	25	29299408	29301438	863	-1
6786	25	29301458	29304042	863	-1
6787	25	29304062	29317653	863	-1
6788	25	29317673	29320967	863	-1
6789	25	29320987	29322687	863	-1
6790	25	29322707	29325034	863	-1
6791	25	29325054	29328706	863	-1
6792	25	29328726	29330860	863	-1
6793	25	29330880	29332251	863	-1
6794	25	29332271	29335346	863	-1
6795	25	29335366	29338663	863	-1
6796	25	29338683	29343904	863	-1
6797	25	29343924	29345525	863	-1
6798	25	29345545	29347556	863	-1
6799	25	29347576	29351072	863	-1
6800	25	29351092	29354189	863	-1
6801	25	29354209	29356524	863	-1
6802	25	29356544	29359629	863	-1
6803	25	29359649	29363545	863	-1
6804	25	29363565	29366760	863	-1
6805	25	29366780	29367991	863	-1
6806	25	29368011	29372776	863	-1
6807	25	29372796	29375770	863	-1
6808	25	29375790	29377996	863	-1
6809	25	29378016	29379907	863	-1
6810	25	29379927	29381571	863	-1
6811	25	29381591	29384326	863	-1
6812	25	29384346	29390385	863	-1
6813	25	29390405	29393692	863	-1
6814	25	29393712	29397865	863	-1
6815	25	29397885	29399694	863	-1
6816	25	29399714	29402893	863	-1
6817	25	29402913	29405949	863	-1
6818	25	29405969	29409013	863	-1
6819	25	29409033	29412776	863	-1
6820	25	29412796	29413915	863	-1
6821	25	29413935	29416235	863	-1
6822	25	29416255	29417369	863	-1
6823	25	29417389	29422342	863	-1
6824	25	29422362	29425570	863	-1
6825	25	29425590	29430015	863	-1
6826	25	29430035	29432928	863	-1
6827	25	29432948	29434603	863	-1
6828	25	29434623	29436875	863	-1
6829	25	29436895	29438979	863	-1
6830	25	29438999	29443277	863	-1
6831	25	29443297	29447483	863	-1
6832	25	29447503	29450547	863	-1
6833	25	29450567	29460275	863	-1
6834	25	29460295	29463996	863	-1
6835	25	29464016	29467256	863	-1
6836	25	29467276	29470908	863	-1
6837	25	29470928	29477731	863	-1
6838	25	29477751	29478916	863	-1
6839	25	29478936	29481814	863	-1
6840	25	29481834	29484381	863	-1
6841	25	29484401	29493053	863	-1
6842	25	29493073	29496733	863	-1
6843	25	29496753	29499657	863	-1
6844	25	29499677	29503530	863	-1
6845	25	29503550	29508574	863	-1
6846	25	29508594	29513380	863	-1
6847	25	29513400	29518047	863	-1
6848	25	29518067	29521226	863	-1
6849	25	29521246	29524115	863	-1
6850	25	29524135	29528531	863	-1
6851	25	29528551	29545608	863	-1
6852	25	29545628	29549389	863	-1
6853	25	29549409	29552781	863	-1
6854	25	29552801	29557472	863	-1
6855	25	29557492	29559288	863	-1
6856	25	29559308	29564001	863	-1
6857	25	29564021	29569524	863	-1
6858	25	29569544	29577635	863	-1
6859	25	29577655	29581842	863	-1
6860	25	29581862	29584857	863	-1
6861	25	29584877	29587771	863	-1
6862	25	29587791	29592124	863	-1
6863	25	29592144	29595012	863	-1
6864	25	29595032	29598947	863	-1
6865	25	29598967	29604654	863	-1
6866	25	29604674	29608538	863	-1
6867	25	29608558	29612477	863	-1
6868	25	29612497	29615456	863	-1
6869	25	29615476	29618677	863	-1
6870	25	29618697	29623459	863	-1
6871	25	29623479	29625326	863	-1
6872	25	29625346	29629405	863	-1
6873	25	29629425	29631998	863	-1
6874	25	29632018	29636353	863	-1
6875	25	29636373	29639708	863	-1
6876	25	29639728	29642633	863	-1
6877	25	29642653	29645893	863	-1
6878	25	29645913	29648919	863	-1
6879	25	29648939	29651025	863	-1
6880	25	29651045	29654995	863	-1
6881	25	29655015	29657866	863	-1
6882	25	29657886	29662128	863	-1
6883	25	29662148	29667126	863	-1
6884	25	29667146	29669555	863	-1
6885	25	29669575	29672272	863	-1
6886	25	29672292	29673995	863	-1
6887	25	29674015	29676464	863	-1
6888	25	29676484	29679349	863	-1
6889	25	29679369	29680944	863	-1
6890	25	29680964	29682354	863	-1
6891	25	29682374	29684055	863	-1
6892	25	29684075	29688283	863	-1
6893	25	29688303	29689421	863	-1
6894	25	29689441	29692238	863	-1
6895	25	29692258	29694416	863	-1
6896	25	29694436	29699418	863	-1
6897	25	29699438	29700943	863	-1
6898	25	29700963	29703345	863	-1
6899	25	29703365	29707448	863	-1
6900	25	29707468	29711980	863	-1
6901	25	29712000	29713866	863	-1
6902	25	29713886	29716737	863	-1
6903	25	29716757	29724230	863	-1
6904	25	29724250	29726294	863	-1
6905	25	29726314	29727412	863	-1
6906	25	29727432	29729760	863	-1
6907	25	29729780	29731185	863	-1
6908	25	29731205	29736329	863	-1
6909	25	29736349	29740593	863	-1
6910	25	29740613	29744948	863	-1
6911	25	29744968	29775526	863	-1
6912	25	29775546	29777644	863	-1
6913	25	29777664	29796481	863	-1
6914	25	29796501	29803186	863	-1
6915	25	29803206	29807342	863	-1
6916	25	29807362	29811311	863	-1
6917	25	29811331	29813799	863	-1
6918	25	29813819	29818081	863	-1
6919	25	29818101	29820475	863	-1
6920	25	29820495	29821844	863	-1
6921	25	29821864	29823467	863	-1
6922	25	29823487	29828258	863	-1
6923	25	29828278	29830690	863	-1
6924	25	29830710	29833043	863	-1
6925	25	29833063	29836281	863	-1
6926	25	29836301	29839863	863	-1
6927	25	29839883	29841068	863	-1
6928	25	29841088	29843732	863	-1
6929	25	29843752	29847021	863	-1
6930	25	29847041	29851617	863	-1
6931	25	29851637	29853358	863	-1
6932	25	29853378	29855057	863	-1
6933	25	29855077	29858291	863	-1
6934	25	29858311	29861308	863	-1
6935	25	29861328	29865363	863	-1
6936	25	29865383	29868855	863	-1
6937	25	29868875	29870595	863	-1
6938	25	29870615	29876622	863	-1
6939	25	29876642	29878128	863	-1
6940	25	29878148	29879913	863	-1
6941	25	29879933	29884020	863	-1
6942	25	29884040	29887292	863	-1
6943	25	29887312	29890974	863	-1
6944	25	29890994	29896668	863	-1
6945	25	29896688	29900147	863	-1
6946	25	29900167	29903422	863	-1
6947	25	29903442	29905102	863	-1
6948	25	29905122	29909877	863	-1
6949	25	29909897	29914179	863	-1
6950	25	29914199	29918846	863	-1
6951	25	29918866	29922914	863	-1
6952	25	29922934	29924340	863	-1
6953	25	29924360	29925687	863	-1
6954	25	29925707	29928470	863	-1
6955	25	29928490	29931404	863	-1
6956	25	29931424	29934582	863	-1
6957	25	29934602	29937914	863	-1
6958	25	29937934	29941175	863	-1
6959	25	29941195	29946680	863	-1
6960	25	29946700	29950843	863	-1
6961	25	29950863	29955816	863	-1
6962	25	29955836	29956876	863	-1
6963	25	29956896	29958259	863	-1
6964	25	29958279	29959366	863	-1
6965	25	29959386	29961435	863	-1
6966	25	29961455	29964435	863	-1
6967	25	29964455	29968159	863	-1
6968	25	29968179	29972035	863	-1
6969	25	29972055	29976381	863	-1
6970	25	29976401	29979430	863	-1
6971	25	29979450	29981572	863	-1
6972	25	29981592	29983902	863	-1
6973	25	29983922	29984940	863	-1
6974	25	29984960	29988163	863	-1
6975	25	29988183	29991141	863	-1
6976	25	29991161	29996479	863	-1
6977	25	29996499	29998986	863	-1
6978	25	29999006	30000605	863	-1
6979	25	30000625	30002572	863	-1
6980	25	30002592	30004034	863	-1
6981	25	30004054	30005497	863	-1
6982	25	30005517	30007845	863	-1
6983	25	30007865	30012248	863	-1
6984	25	30012268	30016022	863	-1
6985	25	30016042	30019335	863	-1
6986	25	30019355	30022158	863	-1
6987	25	30022178	30027034	863	-1
6988	25	30027054	30029082	863	-1
6989	25	30029102	30034851	863	-1
6990	25	30034871	30036841	863	-1
6991	25	30036861	30040230	863	-1
6992	25	30040250	30044204	863	-1
6993	25	30044224	30047588	863	-1
6994	25	30047608	30051542	863	-1
6995	25	30051562	30055404	863	-1
6996	25	30055424	30059125	863	-1
6997	25	30059145	30060174	863	-1
6998	25	30060194	30064460	863	-1
6999	25	30064480	30069034	863	-1
7000	25	30069054	30072243	863	-1
7001	25	30072263	30074549	863	-1
7002	25	30074569	30077761	863	-1
7003	25	30077781	30082068	863	-1
7004	25	30082088	30090834	863	-1
7005	25	30090854	30108337	863	-1
7006	25	30108357	30115468	863	-1
7007	25	30115488	30118164	863	-1
7008	25	30118184	30122114	863	-1
7009	25	30122134	30138913	863	-1
7010	25	30138933	30141149	863	-1
7011	25	30141169	30142971	863	-1
7012	25	30142991	30146596	863	-1
7013	25	30146616	30149114	863	-1
7014	25	30149134	30150626	863	-1
7015	25	30150646	30152108	863	-1
7016	25	30152128	30154156	863	-1
7017	25	30154176	30157928	863	-1
7018	25	30157948	30159247	863	-1
7019	25	30159267	30164761	863	-1
7020	25	30164781	30166972	863	-1
7021	25	30166992	30170189	863	-1
7022	25	30170209	30173943	863	-1
7023	25	30173963	30177049	863	-1
7024	25	30177069	30181701	863	-1
7025	25	30181721	30184794	863	-1
7026	25	30184814	30191879	863	-1
7027	25	30191899	30205522	863	-1
7028	25	30205542	30208848	863	-1
7029	25	30208868	30217666	863	-1
7030	25	30217686	30222162	863	-1
7031	25	30222182	30229195	863	-1
7032	25	30229215	30230249	863	-1
7033	25	30230269	30233012	863	-1
7034	25	30233032	30235876	863	-1
7035	25	30235896	30237254	863	-1
7036	25	30237274	30240167	863	-1
7037	25	30240187	30241947	863	-1
7038	25	30241967	30245864	863	-1
7039	25	30245884	30264421	863	-1
7040	25	30264441	30272085	863	-1
7041	25	30272105	30278403	863	-1
7042	25	30278423	30281755	863	-1
7043	25	30281775	30286693	863	-1
7044	25	30286713	30303158	863	-1
7045	25	30303178	30313032	863	-1
7046	25	30313052	30314753	863	-1
7047	25	30314773	30320584	863	-1
7048	25	30320604	30325252	863	-1
7049	25	30325272	30336722	863	-1
7050	25	30336742	30339797	863	-1
7051	25	30339817	30343093	863	-1
7052	25	30343113	30347764	863	-1
7053	25	30347784	30350837	863	-1
7054	25	30350857	30374604	863	-1
7055	25	30374624	30384179	863	-1
7056	25	30384199	30420091	863	-1
7057	25	30420111	30535665	863	-1
7058	25	30535685	30542606	863	-1
7059	25	30542626	30549587	863	-1
7060	25	30549607	30551738	863	-1
7061	25	30551758	30555879	863	-1
7062	25	30555899	30557434	863	-1
7063	25	30557454	30559836	863	-1
7064	25	30559856	30560926	863	-1
7065	25	30560946	30567664	863	-1
7066	25	30567684	30575420	863	-1
7067	25	30575440	30578998	863	-1
7068	25	30579018	30582226	863	-1
7069	25	30582246	30586857	863	-1
7070	25	30586877	30590013	863	-1
7071	25	30590033	30593442	863	-1
7072	25	30593462	30597127	863	-1
7073	25	30597147	30599570	863	-1
7074	25	30599590	30603408	863	-1
7075	25	30603428	30605674	863	-1
7076	25	30605694	30608074	863	-1
7077	25	30608094	30610147	863	-1
7078	25	30610167	30613273	863	-1
7079	25	30613293	30616768	863	-1
7080	25	30616788	30620189	863	-1
7081	25	30620209	30623261	863	-1
7082	25	30623281	30626367	863	-1
7083	25	30626387	30632634	863	-1
7084	25	30632654	30635844	863	-1
7085	25	30635864	30638299	863	-1
7086	25	30638319	30639378	863	-1
7087	25	30639398	30670604	863	-1
7088	25	30670624	30676667	863	-1
7089	25	30676687	30679751	863	-1
7090	25	30679771	30680975	863	-1
7091	25	30680995	30683637	863	-1
7092	25	30683657	30686522	863	-1
7093	25	30686542	30689818	863	-1
7094	25	30689838	30692895	863	-1
7095	25	30692915	30711736	863	-1
7096	25	30711756	30813427	863	-1
7097	25	30813447	30817016	863	-1
7098	25	30817036	30854092	863	-1
7099	25	30854112	30879570	863	-1
7100	25	30879590	30881087	863	-1
7101	25	30881107	30883564	863	-1
7102	25	30883584	30887193	863	-1
7103	25	30887213	30888559	863	-1
7104	25	30888579	30890641	863	-1
7105	25	30890661	30893880	863	-1
7106	25	30893900	30896859	863	-1
7107	25	30896879	30908610	863	-1
7108	25	30908630	30914748	863	-1
7109	25	30914768	30921254	863	-1
7110	25	30921274	30922675	863	-1
7111	25	30922695	30924110	863	-1
7112	25	30924130	30933695	863	-1
7113	25	30933715	30934892	863	-1
7114	25	30934912	30936065	863	-1
7115	25	30936085	30937855	863	-1
7116	25	30937875	30943915	863	-1
7117	25	30943935	30947102	863	-1
7118	25	30947122	30949157	863	-1
7119	25	30949177	30956708	863	-1
7120	25	30956728	30958427	863	-1
7121	25	30958447	30961014	863	-1
7122	25	30961034	30962163	863	-1
7123	25	30962183	30964893	863	-1
7124	25	30964913	30966939	863	-1
7125	25	30966959	30968988	863	-1
7126	25	30969008	30970136	863	-1
7127	25	30970156	30971612	863	-1
7128	25	30971632	30972857	863	-1
7129	25	30972877	30974039	863	-1
7130	25	30974059	30975361	863	-1
7131	25	30975381	30976891	863	-1
7132	25	30976911	30978863	863	-1
7133	25	30978883	30982066	863	-1
7134	25	30982086	30984453	863	-1
7135	25	30984473	30985541	863	-1
7136	25	30985561	30988317	863	-1
7137	25	30988337	30991921	863	-1
7138	25	30991941	30993308	863	-1
7139	25	30993328	30995153	863	-1
7140	25	30995173	30997516	863	-1
7141	25	30997536	31000029	863	-1
7142	25	31000049	31002242	863	-1
7143	25	31002262	31004518	863	-1
7144	25	31004538	31006785	863	-1
7145	25	31006805	31007857	863	-1
7146	25	31007877	31009044	863	-1
7147	25	31009064	31011064	863	-1
7148	25	31011084	31013463	863	-1
7149	25	31013483	31015917	863	-1
7150	25	31015937	31026912	863	-1
7151	25	31026932	31028536	863	-1
7152	25	31028556	31032816	863	-1
7153	25	31032836	31212097	863	-1
7154	25	31212117	31232084	863	-1
7155	25	31232104	31245948	863	-1
7156	25	31245968	31316695	863	-1
7157	25	31316715	31334263	863	-1
7158	25	31334283	31359244	863	-1
7159	25	31359264	31360270	863	-1
7160	25	31360290	31364037	863	-1
7161	25	31364057	31366032	863	-1
7162	25	31366052	31367764	863	-1
7163	25	31367784	31373726	863	-1
7164	25	31373746	31375551	863	-1
7165	25	31375571	31382843	863	-1
7166	25	31382863	31388135	863	-1
7167	25	31388155	31392695	863	-1
7168	25	31392715	31394367	863	-1
7169	25	31394387	31395523	863	-1
7170	25	31395543	31396997	863	-1
7171	25	31397017	31399478	863	-1
7172	25	31399498	31401878	863	-1
7173	25	31401898	31403545	863	-1
7174	25	31403565	31406530	863	-1
7175	25	31406550	31408707	863	-1
7176	25	31408727	31415149	863	-1
7177	25	31415169	31416732	863	-1
7178	25	31416752	31421913	863	-1
7179	25	31421933	31428167	863	-1
7180	25	31428187	31429493	863	-1
7181	25	31429513	31433342	863	-1
7182	25	31433362	31434520	863	-1
7183	25	31434540	31435716	863	-1
7184	25	31435736	31458987	863	-1
7185	25	31459007	31475976	863	-1
7186	25	31475996	31477270	863	-1
7187	25	31477290	31479546	863	-1
7188	25	31479566	31481020	863	-1
7189	25	31481040	31496643	863	-1
7190	25	31496663	31499348	863	-1
7191	25	31499368	31501066	863	-1
7192	25	31501086	31502962	863	-1
7193	25	31502982	31508652	863	-1
7194	25	31508672	31509983	863	-1
7195	25	31510003	31511077	863	-1
7196	25	31511097	31525474	863	-1
7197	25	31525494	31540011	863	-1
7198	25	31540031	31543768	863	-1
7199	25	31543788	31546231	863	-1
7200	25	31546251	31551720	863	-1
7201	25	31551740	31553476	863	-1
7202	25	31553496	31554838	863	-1
7203	25	31554858	31556075	863	-1
7204	25	31556095	31558357	863	-1
7205	25	31558377	31559885	863	-1
7206	25	31559905	31561172	863	-1
7207	25	31561192	31563608	863	-1
7208	25	31563628	31564709	863	-1
7209	25	31564729	31568537	863	-1
7210	25	31568557	31574168	863	-1
7211	25	31574188	31578484	863	-1
7212	25	31578504	31579790	863	-1
7213	25	31579810	31581187	863	-1
7214	25	31581207	31582847	863	-1
7215	25	31582867	31586124	863	-1
7216	25	31586144	31587200	863	-1
7217	25	31587220	31609513	863	-1
7218	25	31609533	31616779	863	-1
7219	25	31616799	31617961	863	-1
7220	25	31617981	31620465	863	-1
7221	25	31620485	31621686	863	-1
7222	25	31621706	31622908	863	-1
7223	25	31622928	31624132	863	-1
7224	25	31624152	31636297	863	-1
7225	25	31636317	31638817	863	-1
7226	25	31638837	31642507	863	-1
7227	25	31642527	31649505	863	-1
7228	25	31649525	31651082	863	-1
7229	25	31651102	31652384	863	-1
7230	25	31652404	31658375	863	-1
7231	25	31658395	31663388	863	-1
7232	25	31663408	31665850	863	-1
7233	25	31665870	31668048	863	-1
7234	25	31668068	31669572	863	-1
7235	25	31669592	31670958	863	-1
7236	25	31670978	31676630	863	-1
7237	25	31676650	31677704	863	-1
7238	25	31677724	31679434	863	-1
7239	25	31679454	31681547	863	-1
7240	25	31681567	31682674	863	-1
7241	25	31682694	31686627	863	-1
7242	25	31686647	31687759	863	-1
7243	25	31687779	31693507	863	-1
7244	25	31693527	31698081	863	-1
7245	25	31698101	31699241	863	-1
7246	25	31699261	31704860	863	-1
7247	25	31704880	31705956	863	-1
7248	25	31705976	31707533	863	-1
7249	25	31707553	31708700	863	-1
7250	25	31708720	31709725	863	-1
7251	25	31709745	31710905	863	-1
7252	25	31710925	31712538	863	-1
7253	25	31712558	31713603	863	-1
7254	25	31713623	31715124	863	-1
7255	25	31715144	31718066	863	-1
7256	25	31718086	31720127	863	-1
7257	25	31720147	31721431	863	-1
7258	25	31721451	31722487	863	-1
7259	25	31722507	31748782	863	-1
7260	25	31748802	31754832	863	-1
7261	25	31754852	31764117	863	-1
7262	25	31764137	31765747	863	-1
7263	25	31765767	31767036	863	-1
7264	25	31767056	31770408	863	-1
7265	25	31770428	31771890	863	-1
7266	25	31771910	31774063	863	-1
7267	25	31774083	31776602	863	-1
7268	25	31776622	31777634	863	-1
7269	25	31777654	31779648	863	-1
7270	25	31779668	31780975	863	-1
7271	25	31780995	31782049	863	-1
7272	25	31782069	31783247	863	-1
7273	25	31783267	31790011	863	-1
7274	25	31790031	31792517	863	-1
7275	25	31792537	31795700	863	-1
7276	25	31795720	31798244	863	-1
7277	25	31798264	31799320	863	-1
7278	25	31799340	31801112	863	-1
7279	25	31801132	31803431	863	-1
7280	25	31803451	31810247	863	-1
7281	25	31810267	31811549	863	-1
7282	25	31811569	31813361	863	-1
7283	25	31813381	31815156	863	-1
7284	25	31815176	31819259	863	-1
7285	25	31819279	31826350	863	-1
7286	25	31826370	31827628	863	-1
7287	25	31827648	31829991	863	-1
7288	25	31830011	31832906	863	-1
7289	25	31832926	31835569	863	-1
7290	25	31835589	31838793	863	-1
7291	25	31838813	31839999	863	-1
7292	25	31840019	31841249	863	-1
7293	25	31841269	31843227	863	-1
7294	25	31843247	31844696	863	-1
7295	25	31844716	31845728	863	-1
7296	25	31845748	31849070	863	-1
7297	25	31849090	31850895	863	-1
7298	25	31850915	31853228	863	-1
7299	25	31853248	31854626	863	-1
7300	25	31854646	31857779	863	-1
7301	25	31857799	31859214	863	-1
7302	25	31859234	31860921	863	-1
7303	25	31860941	31865002	863	-1
7304	25	31865022	31868898	863	-1
7305	25	31868918	31871993	863	-1
7306	25	31872013	31878059	863	-1
7307	25	31878079	31880690	863	-1
7308	25	31880710	31881815	863	-1
7309	25	31881835	31891223	863	-1
7310	25	31891243	31901697	863	-1
7311	25	31901717	31903051	863	-1
7312	25	31903071	31904448	863	-1
7313	25	31904468	31908902	863	-1
7314	25	31908922	31924560	863	-1
7315	25	31924580	31925878	863	-1
7316	25	31925898	31928549	863	-1
7317	25	31928569	31930111	863	-1
7318	25	31930131	31931489	863	-1
7319	25	31931509	31933681	863	-1
7320	25	31933701	31935015	863	-1
7321	25	31935035	31937773	863	-1
7322	25	31937793	31939412	863	-1
7323	25	31939432	31940893	863	-1
7324	25	31940913	31952265	863	-1
7325	25	31952285	31956662	863	-1
7326	25	31956682	31958742	863	-1
